Gif,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Confusion,Contempt,Craving,Disappointment,Disgust,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Nostalgia,Pride,Relief,Romance,Sadness,Satisfaction,Sexual Desire,Surprise,Sympathy,Triumph
0001.mp3,0,0,8,0,7.75,7.75,4.6667,0,0,0,9.1667,0,0,12.9167,0,0,0,0,0,22.1667,6.8333,7.9167,19.25,0,0,0,0,0,13.75,0,0,6.9167,0,0
0002.mp3,0,0,0,15.9167,0,0,0,0,1.9167,0,10.6667,0,0,0,0,0,0,0,2.5,0,0,0,6.75,0,36.5,0,0,4.75,0,0,14,0,0,0
0003.mp3,1.4167,0,1.5833,51.5833,0,0,0,5.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3333,5.6667,19,0
0004.mp3,0,0,0,38,0,0,0,5.8333,0,0,23.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0005.mp3,0,0,0,0,0,19.4167,0,0,0,0,28.6667,0,0,0,0,6.6667,0,0,0,1.5,0,1.4167,8,0,0,0,0,0,20.25,0,0,24.4167,0,0
0006.mp3,0,2.5,0,35.3333,0,0,0,0,2.5833,0,1.6667,0,0,0,0,0,0,0,0,0,0,0,1,23.25,56.9167,0,0,0,0,0,0,0,0,0
0007.mp3,6.3333,0,31.0833,0,0,0,11.5,0,0,7.5833,12.0833,0,0,0,7.1667,0,7,0,0,0,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0
0008.mp3,0,0,55,0,0,1.4167,7.6667,0,2.8333,13.5,0,0,0,1.5833,0.83333,0,6.0833,0,0,0,0,0,21,0,0,0,0,0,1.5,0,0,0,0,0
0009.mp3,0,7.5,0,0,0,0,0,0,3.25,0,0,0,0,0,0,7.6667,0,0,0,0,0,7.1667,0,7.8333,0,0,8.1667,0,51.75,7.3333,0,12.0833,24.0833,0
0010.mp3,1.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9167,0,0,0,9.6667,0,0,0,0,22.5,0,8.1667,70.9167,7.4167,0,0
0011.mp3,10.5,12.5,0,37.4167,0,0,7,0,0,0,0,0,0,0,0,0,4.0833,0,7.6667,0,0,0,1.0833,12.0833,0,0,0,0,0,13.4167,0,13.8333,0,0
0012.mp3,0,7.1667,0,19.25,0,0,2.0833,0,0,0,8.3333,0,0,0,0,0,0,1,22.5833,0,0,0,7.1667,12.3333,10.5833,14.9167,0,0,0,8,0,2.5,0,16.6667
0013.mp3,0,25.1667,0,33.5,0,0,16,0,0,0,1.6667,0,0,7.6667,0,12.6667,0,0,0,0,0,0,7.0833,3.25,0,0,0,0,2.6667,0,0,0,12.8333,0
0014.mp3,6.5833,5.6667,0,0,0,0,8.3333,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,28.6667,0,8.3333,18.75,0,20.8333,9.1667,0,0,30.5,9.6667
0015.mp3,0,0,0,7.5,0,30.0833,0,0,0,0,1.0833,0,0,0,0,5.75,0,0,0,41.3333,0,14.4167,7.6667,0,0,0,12.9167,0,0,0,0,15.1667,2,0
0016.mp3,0,0,43.5,0,0,6.1667,38.5,0,0,5,0,0,0,0,0,0,7.1667,0,0,9.9167,0,0,16.4167,0,0,0,0,0,0,0,0,0,0,0
0017.mp3,0,0,0,10.8333,0,0,0,0,4.5833,0,14.3333,0,0,1.8333,0,0,0,0,12.0833,0,0,0,1.3333,15.8333,0,7.9167,0,0,0,16.0833,0,0,0,16.0833
0018.mp3,0,0,0,2.5833,0,0,0,0,0,0,34.9167,0,0,0,25.75,0,0,0,6,6.3333,0,0,0,0,0,0,0,0,0,0,25.6667,6.75,0,0
0019.mp3,0,0,7.9167,0,0,0,0,0,9.8333,7,0,0,33.8333,0,0,0,7.9167,0,0,0,0,0,7,0,0,0,0,0,0,6.5,0,0,0,0
0020.mp3,0,0,41.4167,0,0,0,0,0,0,0,4.3333,0,0,0,0,0,26.6667,0,0,0,0,0,30.75,0,0,0,0,0,0,0,0,8.3333,0,0
0021.mp3,0,0,0,0,0,0,0,4.9167,4.1667,0,7.75,0,0,0,33.4167,28.1667,0,0,0,13.1667,0,26.6667,0,0,0,0,0,0,6.75,0,0,14.9167,0,0
0022.mp3,6.8333,0,1.25,6.4167,0,0,12.75,0,0,0,0,0,0,0,0,14.9167,6.4167,0,20.5833,6.0833,0,0,1.75,0,0,0,0,0,0,7.8333,0,3.4167,1,30.4167
0023.mp3,0,0,32.5,0,0,0,3.1667,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,18.75,0,0,0,0,0,0,1.9167,0,8.1667,0,0
0024.mp3,0,7.5833,0,3.1667,7.5833,0,0,0,0,0,10.8333,0,0,0,0,13.5,0,0,0,1.75,0,9.3333,0,6.3333,0,0,8.6667,0,18.9167,8.0833,0,14.25,1.25,5.25
0025.mp3,0,0,0,0,0,41,0,4.3333,0,0,0,0,0,0,0,0,11.3333,0,7.6667,55,0,0,0,0,0,0,2.8333,0,0,0,0,0,0,0
0026.mp3,0,5.3333,53.8333,0,0,0.58333,20.25,0,0,23.25,0,0,0,0,0,0,12.75,0,5.25,0,0,0,0,13.9167,0,0,8.3333,0,0,19.5,0,0,0,0
0027.mp3,0,0,0,34.5833,0,0,0,9.1667,0,0,0,0,0,0,0,17.6667,0,0,0,7.8333,3.8333,0,0,0,0,0,0,0,7.25,0,0,19,28.4167,0
0028.mp3,0,0,0,0,0,1,0,0,0,0,21.9167,0,0,0,62.25,12.5,0,0,0,11.75,0,12.8333,0,0,0,0,0,0,0,0,0,0,0,0
0029.mp3,0,0,35.9167,20.4167,0,0,36.5833,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,19.0833,7.9167,0,0,0,0,0,7.5833,0,13.5833,0,0
0030.mp3,0,0,0,0.75,0,15.4167,0,0,0,0,13.25,0,0,0,69.5,0,0,0,0,18.6667,0,14.5,0,0,0,0,0,0,0,0,7.4167,16.75,0,0
0031.mp3,0,0,0,8.2,5.2,18.3,0,0,6.3,0,9.5,5.9,0,0,5.2,0,0,0,0,0,0,10,9.6,0,0,0,8.5,0,0,0,0,20.9,0,0
0032.mp3,25.6,0,5.4,27.6,0,0,13.2,9.9,6.2,0,9,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,18.7,0,9.7,0,13.2
0033.mp3,0,0,8.9,0,0,0,0,0,27.4,0,4.1,0,0,0,0,0,0,0,0,0,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0
0034.mp3,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,9.1,0,0,0,0,0,38.5,0,0,0,0,0,0,9.6,0,9,0,0
0035.mp3,0,47.1,12.5,8.5,0,0,23.2,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,6.8,41.1,0,0,0,0,0,0,0,0,0,0
0036.mp3,0,2.3,0,6,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,55.6,0,0,2.8,0,0,0
0037.mp3,0,12.6,0,40.2,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,9.5,0,0,0,0
0038.mp3,1.7,0,3,26.9,0,0,7.5,0,17,0,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,27.2
0039.mp3,9.3,0,0,0,0,0,27.5,0,14,0,0,0,0,0,0,0,1.2,0,0.9,0,0,0,24.6,7.4,11.6,8.1,0,0,0,19,0,9.3,0,0
0040.mp3,0,9.2,0,23.9,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,11.7,5.7,0,6.6,0,0,0,23.4,0,20.2,0,0
0041.mp3,5.4,0,6.4,12.1,0,0,24.4,0,9.5,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,6.2,0,0,0,0,18.7,0,7.6,0,28.8
0042.mp3,0,0,23.3,5.3,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,10,0,0
0043.mp3,0,6.4,0,30,0,0,10,0,10,0,0,0,0,0,0,0,0,9.5,6.1,0,0,0,0,44.7,0,0,0,17.6,0,9.4,0,20.3,0,9.2
0044.mp3,0,2.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,2.9,0,0,0,0,64.1,0,0,24,0,0,0
0045.mp3,0,0,0,5.7,19.8,35.7,0,0,0,0,4.6,10,0,0,19.3,0,0,0,9.7,22.1,0,0,0,0,0,0,12.4,0,0,9.3,0,0,0,0
0046.mp3,0,0,0,0,0,59,0,0,0,0,9.3,0,0,0,0,0,0,0,0,49.4,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0
0047.mp3,10,7.7,0,62.9,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0
0048.mp3,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,72.2,0,0,0,0,10,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0
0049.mp3,0,0,0,11,0,0,0,0,17.1,0,0,7.4,0,7.6,6,0,0,0,10,0,0,0,5,7,50,0,0,0,0,0,0,0,10,9.3
0050.mp3,0,11.8,0,39,0,0,0,6.1,5.4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,9.7,9.3,0,0,0,0
0051.mp3,0,0,0,0,19.1,8.8,0,0,0,0,0,6.9,0,0,36.6,16.2,0,0,0,9.1,9.3,26.7,0,0,0,0,0,0,68.4,0,0,0,19.3,0
0052.mp3,0,0,0,21.4,0,0,0,46.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,7.2,0,0,0,0,0,0,0,0,0
0053.mp3,0,0,0,23.4,0,0,0,5.1,0,0,9.4,0,0,0,43.7,0,0,0,0,0,0,17.6,0,6.7,0,0,0,0,0,0,0,8,0,0
0054.mp3,9.9,8.3,0,0,21.6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12.4,0,0,7.7,0,27.1,0.1,0,0,13.1,0
0055.mp3,0,0,54.4,0,0,0,60.4,0,0,0,0,0,0,0,0,0,0,0,9.6,10,0,10,7.6,0,0,0,0,0,0,0,0,0,0,0
0056.mp3,0,0,0,50.3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8.2,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0
0057.mp3,0,0,17,0,0,0,0,4,0,0,0,0,7.5,0,10,0,0,0,14.3,0,0,0,7.5,0,0,0,0,0,0,9.4,78,9.4,0,0
0058.mp3,0,0,44.5,0,0,6.7,39,0,0,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0059.mp3,0,0,0,0,18.6,0,0,0,0,0,0,8.3,0,9.7,8.5,5.5,0,0,0,0,0,10,0,0,0,0,0,0,70.4,0,0,0,55.6,0
0060.mp3,0,0,38.5,5.1,0,0,49.1,0,0,7,0,0,0,0,0,0,0,0,9.5,10,0,0,17.1,0,0,0,0,0,0,0,0,10,0,0
0061.mp3,0,0,42,8.4444,0,0,0,0,2.3889,16.6667,0,0,0,6.4444,0,0,18.4444,0,0,0,0,0,7.6667,0,0,0,0,0,0,0.44444,0,14.8889,0,0
0062.mp3,0,0,0,0,5.8889,0,0,0,0,0,0,0,0,9,35.4444,0,0,0,0,0,0,57,0,0,0,0,0,0,16.6667,0,0,8.8889,0,0
0063.mp3,0,0,19.8889,0,0,3,3,0,6.8889,0,0,0,0,0,0,0,12.9444,0,0,0,0,0,32.6667,0,0,0,0,0,0,0,0,0,0,0
0064.mp3,0,0,37.3333,4.8889,0,0,22.1111,0,0,0,0,0,0,0,0,0,10.5556,1.1111,2.2778,0,0,0,15.7778,0,0,0,0,0,0,9.8889,11.5556,0,0,0
0065.mp3,0,0,19.1111,16.2222,0,21.4444,9.4444,0,10.6667,0,0,0,0,0,0,0,0,0,0,21,0,0,6.4444,17.7778,0,0,13,0,0,0,0,0,0,0
0066.mp3,0,8.3333,0,54.7778,0,0,0,2.6111,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4444,0
0067.mp3,0,0,0,0,2.4444,2.5556,0,2.3333,0,0,0,0,0,0,19.2222,0,0,0,0,0,0,45.6667,0,0,0,0,0,0,74.6111,0,0,0,32,0
0068.mp3,5.2222,0,19.1111,7.7778,0,0,11.2778,0,0,0,0,0,0,0,0,0,0,0,12.1111,15.4444,0,0,15.4444,13.6667,0,0,0,0,0,0,0,0,0,8.7778
0069.mp3,0,0,0,11.8889,0,0,0,0,22.2222,7.7778,10.8889,0,0,0,0,0,0,0,0,0,0,0,5.3333,13.9444,0,0,0,6.1111,0,0,0,0,0,0
0070.mp3,0,0,8.5556,43.7778,0,0,0,9.5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8889,7.2222,0,0,0,11.1111,3.6667,0,8.1111,17.6667,0
0071.mp3,0,0,0,32.4444,0,18.2222,0,0,0,0,0,0,0,0,0,2,0,0,0,20.9444,0,11.1111,0,0,0,0,8.3333,0,0,0,0,12.5556,0,0
0072.mp3,0,0,19.7778,43.2222,0,0,0,0,7.7778,0,17.5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0073.mp3,0,0,0,0,0,22.2222,0,9,0,0,0,0,0,0,41.7778,22.3333,0,0,0,8.5556,0,17.4444,0,0,0,0,0,0,11.1111,0,0,0,0,0
0074.mp3,0,8.7778,0,70.5,0,0,8.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1111,0,0,0,0,0,9.6667,0,12.7778,5.1111,0
0075.mp3,0,9,0,0,0,0,0,0,9.2222,8.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3333,0,0,12.3889,28,14.8889,0,0,0,8.8889,0
0076.mp3,0,0,2.7778,7.8889,0,1.2222,8.8889,0,4.1111,11.1111,0,0,0,0,0,0,0,0,0,0,0,0,10.4444,0,0,0,0,0,0,15.7778,0,9.4444,0,0
0077.mp3,0,0,20.7778,7.6667,0,3.6667,0,0,7.6667,0,9,0,0,0,0,0,2.2222,0,0,8.4444,0,1.8889,18.3889,0,0,0,0,0,14.7778,0,0,0,0,0
0078.mp3,0,0,42.1111,0,0,0,0,0,0,0,24.6667,0,0,0,0,0,28.2778,0,0,0,0,0,9.6667,0,0,0,0,0,0,0,0,8.8889,0,0
0079.mp3,0,0,0,0,0,8.8889,0,9.5556,0,0,17,0,0,2.1111,37.2222,0,0,0,0,9.6667,0,0,0,0,0,0,0,0,17.1667,0,0,8,11.1111,0
0080.mp3,0,0,0,69,0,0,0,0,0,0,10.1111,0,0,0,0,0,0,0,0,0,0,0,0,9.3333,0,0,0,0,0,0,0,16.4444,0,0
0081.mp3,0,0,0,0,0,11.1111,0,0,0,0,0,0,0,0,47.8889,13.9444,0,0,0,0,0,39.7778,0,0,0,0,0,0,11.1111,0,0,0,11.1111,0
0082.mp3,0,11.1111,0,41.8889,0,0,12.8889,2.6667,0,0,0,0,0,0,0,0,0,0,3.2222,0,0,0,0,9.3333,0,0,0,0,0,9.5556,0,0,15.2222,7.5556
0083.mp3,0,16.7778,14.5556,40.7778,0,0,9.5556,0,0,0,0,0,0,0,0,0,12.7778,0,0,0,0,0,0,29.6667,0,0,0,0,0,0,0,0,0,0
0084.mp3,0,0,35.8889,0,0,0,0,0,8.8889,19.4444,0,0,0,0,0,0,4.7222,0,0,0,0,0,18.3889,0,0,0,0,0,0,0,0,0,0,0
0085.mp3,8.5556,0,0,17.5556,0,0,2,0,1.4444,0,0,0,0,0,0,0,7.2222,0,7.3333,6.5556,0,0,36.2222,8.1111,0,0,0,0,0,16.4444,0,0,0,10.3333
0086.mp3,0,9.4444,0,30.6667,0,7.6667,8.6667,0,10,0,0,0,0,0,0,0,0,0,0,7.6667,0,0,3.2222,2.5,0,0,4.6667,0,0,9.3333,0,8.4444,0,0
0087.mp3,0,12.2222,0,41.5556,0,0,9.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8889,36.6667,0,0,0,0,0,0,0,9,0,0
0088.mp3,8.2222,0,0,48.4444,0,0,0,0,0,0,0,0,0,14.6111,0,0,0,0,0,0,0,0,8.1111,0,0,0,0,0,0,12.4444,0,11.1111,20.6667,27.6667
0089.mp3,0,0,0,9.7778,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,8.2222,0,24.1111,0,0,0,0,0,0,20,0,0,9.1111,0,0
0090.mp3,0,0,46.4444,0,0,0,0,0,0,43.6111,0,0,0,0,0,0,7.4444,0,0,0,0,0,2.1111,0,0,0,0,0,0,11.1111,0,0,0,0
0091.mp3,0,0,0,23.5385,0,0,0,24.1538,4.4615,0,15.9231,0,0,3.6154,0,0,0,0,0,0,0,0,3.5385,10.4615,0,0,0,0,0,0,0,0,0,0
0092.mp3,0,0,19.5385,2.1538,0,0,11.2308,0,7.0769,0,0,0,0,0,0,0,21.3077,0,0,0,0,0,20.1538,0,0.076923,0,0,0,0,2,0,0,0,0
0093.mp3,0,0,0,25.6923,0,0,0,5.3077,0,0,7.6923,0,0,0,0,0,0,0,0,0,0,0.076923,6,16.6154,0,0,0,0,0,0,0,30.6923,0,0
0094.mp3,0,31.6154,0,30.9231,0,0,20.4615,0,0.076923,0.076923,0,0,4.6923,0,0,0,0,0,0,0,0,0,0,28.7692,0,0,0,0,0,0,0,0,0,0
0095.mp3,0,4.9231,0,6.4615,7.6923,7.6923,0,0,0,0,3.6154,0,0,5,16.3846,22.8462,5.7692,0,0,0.076923,8,12.0769,0,0,0,0,0,0,0,0,0,2.2308,13.5385,0
0096.mp3,0,0,0,0,0,40.1538,0,7.2308,5.3846,0,0,0,0,6.8462,0,0,7.5385,0,10.3077,15.1538,0,0.076923,5,0,0,0,0,0,0,0,0,0,0,0
0097.mp3,0,0,0,0,0,42.3846,0,0,0,0,0,0,0,8,0,0,0,0,9.1538,26.0769,0,1.5385,6.1538,0,0,0,0,0,0,0,0,0,5.9231,0
0098.mp3,0,36.7692,0,22.0769,6.3846,0,9.3077,0,0.076923,0.076923,0,0,0,0,1.6154,0,0,0,0,0,0,0,0,2.9231,0,0,7.3846,0,0,0,0,0,0,5.6923
0099.mp3,0,0,0,20.6923,0,0,7.6923,0,0,0,0,5.3077,0,0,0,8.3077,6,0,0.076923,0.076923,0,0,7.6923,19.5385,0,0,1.7692,0,0,0,0,12.3077,3.3077,2.6154
0100.mp3,4.3077,20.9231,0,30,0,0,0,2.3846,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0.076923,36.2308,0,0,0,0,0,0,0,7.1538,13.0769,0
0101.mp3,0,10.9231,19.1538,51.8462,0,0,9.8462,0,0.076923,0.076923,7.3077,0,0,0,0,0,0,0,0,0,5.5385,0,6.6154,6.9231,0,0,0,0,0,0,0,6.0769,0,0
0102.mp3,0,4.0769,0,51.8462,0,0.076923,0,0,3.3077,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,7.0769,12.7692,7.0769,0,0,0,0,0,0,0.076923,0,0
0103.mp3,0,0,5.7692,10.5385,0,0,4.9231,0,10.8462,3.7692,13.6923,5.3846,0,0,0,0,4.3846,0,0,0,0,0,8.5385,0,0,0,0,4.8462,0,0,0,6.9231,6.2308,0
0104.mp3,0,0,0,3.2308,0,0,0,0,0,0,0,0,0,7.1538,0,27.9231,0,0,0,0.076923,0,9.5385,0,0,0,0,0,4.9231,28.2308,0,0,8.1538,18.2308,0
0105.mp3,0,0,0,23.6154,0,7.3846,0,0,0,0,1.7692,0,0,7.6923,0,4.3077,5.0769,0,0,5.8462,0.076923,0,0,0,0,0,0,0,0,2.6154,0,5.2308,14.6923,0
0106.mp3,5.6923,0,0,0,5.5385,0,0,23.6154,6.1538,0,0,0,0,4.8462,31.0769,0,0,0,0,7.2308,0,0.076923,0,0,0,0,0,0,7.5385,0,0,0,0,0
0107.mp3,0,0,0,0,0,14.1538,6.7692,0,0,4.6923,0,0,0,0,0,7.6923,0.076923,0,0.076923,26,0,31.3846,0,0,0,0,20.0769,0,14.9231,0,0,21.6923,5.2308,0
0108.mp3,0,6.4615,0,16.4615,0,0,0,47.0769,0,9,0,0,0,0,0,0,0,0,0,0,0,3.2308,0.076923,0,0,7.6923,5.5385,0,0,0,0,0,0,0
0109.mp3,0,0,0,0,0,18.6154,4.9231,0,0,0,0,0,4.0769,0,0,7.0769,0,0,0,24.9231,0,22.9231,2.7692,0,0,0,24.3846,0,0,0,0,19.6923,6,0
0110.mp3,2.1538,0,4.8462,0,5.8462,0,4.7692,0,2.3077,0,0,0.076923,51.3077,0,0,0,0,0,0,0,0,0,0,7.6923,0,0,0,0,0,1.0769,0,0,0,0
0111.mp3,0,4.1538,0,0,0,0,0,0,7.6923,0,0,0,4.5385,0,0,0,5.5385,14,0.076923,0,0,0,0,0,3.3846,0,1.1538,32,1.4615,0,23,0,0,0
0112.mp3,0,0,0,0,0,0,0,6.3846,0,0,0,0,0,0,7.6923,0,0,4.8462,0,0,0,0,0,0,0,0,0,0,0,0,55.5385,0,0,0
0113.mp3,0,31.3846,0,17.8462,0,0,21.0769,0,0,0,0,5.0769,0,0,0,0,0,0,0.076923,0,0,0,0,20.9231,5.7692,0,0,0,0,0,0,0,7.4615,0
0114.mp3,0,0,0,27,0,0,0,5,6.7692,0,4.1538,0,0,0,1,0,0,0,0,0,0,0,4,0.076923,14.8462,0,0,0,0,0,0,0,0,7.2308
0115.mp3,0,0,0,19.3846,0,10.1538,7.6923,0,4.7692,0,2,5.5385,0,0,0,0,0,0,7.3846,0.076923,0,0,0.92308,0,0,0,7.5385,0,0,4.2308,0,5.6154,0,2.6154
0116.mp3,0,3.5385,5,0,0,0,3.5385,0,5.9231,0,0,0,0,0,0,0,0,9.4615,0,0,0,0,0,4.6154,0,0,0,57.8462,0,0,0,0,0.076923,0
0117.mp3,0,0,0,9.8462,4.7692,3.0769,0,2.3077,19.9231,0,24.9231,0,0,6,0,4.5385,0,0,0,6.2308,0.076923,0,0,7.6923,0,0,0,0,0,7.6923,0,0.15385,0,0
0118.mp3,0,0,19.6923,0,0,0,4.0769,0,0,0,13.6154,0,0,11.6154,0,0,5.7692,0,0,0.076923,0,0.076923,6.6154,0,0,0,0,0,7.4615,0,0,0,4.7692,0
0119.mp3,0,0,0,8.8462,7.6923,3.9231,0,9.6154,2.5385,0,0,0,0,2.8462,10,0,0,0,0,0,0,0,0,0,0,0,0,6.3846,7.0769,0,0,0.076923,0,0
0120.mp3,0,0,7.6923,24.3077,0,0,0,0,11.1538,0,0,0,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0,5.3077,0,2.7692,0,0,29.6923,4.9231,0
0121.mp3,0,2.6667,0,6.4,0,7.8667,16.2667,0,11.4667,0,0,0,0,0,0,0,0,0,6.3333,10.9333,0,0,4.4,18.4,0,0,0,0,0,0,0,17.4,5.9333,5.9333
0122.mp3,0,0,0,27.2667,0,5.5333,0,11,0,0,0,0,0,0,0,5.2,0,0,4.6,22.4667,2.6,0,0,0,0,0,0,0,10.7333,0,0,14.8667,5.6667,0
0123.mp3,0,12.2667,0,34.9333,0,0,15.2,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2667,41,4.0667,0,0,0,0,0,0,0,0,0
0124.mp3,0,0,0,0,21.1333,5.4667,0,0,0,0,13,20,0,16.2667,36.8,5.8,0,0,0,5.8,0,0.066667,0,0,0,0,0,0,18.5333,0,0,18.0667,6.6667,0
0125.mp3,0,0,0,9.5333,0,0.6,0,0,5.0667,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,11.9333,0,0,50.2,0,5.9333,19.1333,0,3.5333,0
0126.mp3,18.9333,18,0,0,0,0,12.0667,0,0,0,0,0,0,0,0,0,0,5.0667,10.3333,0,0,0,12.2,47.6667,0,0,0,12.6,6.3333,18.2667,0,15.8,12.2667,0
0127.mp3,0,0,0,0,0,0,0,0,0,0,9.9333,0,0,0,0,30.8667,5.4667,0,0,34.4667,0,36.7333,0,0,0,0,0,0,20.9333,0,0,16.8667,6.6667,0
0128.mp3,0,0,0,4.3333,0,5.6667,5.4667,0,0,0,5.2,0,0,5.0667,6.6667,45.6,0,0,4.6667,21.3333,0,23.7333,0,0,0,0,0,0,0,0,0,15.2667,16.4,0
0129.mp3,0,0,0,3.1333,0,0,0,0.93333,0,0,5.8,6.6,0,10.1333,0,9.4667,0,0,0,28.0667,0,24.4667,0,0.53333,0,0,0,0,11,0,0,11.9333,12.2,0
0130.mp3,0,0,0,0,0,0,0,13.2667,6.1333,0,0,5.8667,0,0,5.2,0,0,0,1.7333,0,0,0,0,0,0,0,0,0.066667,0,0,49.9333,0,0,0
0131.mp3,0,6.0667,0,20.0667,0,0,0,9.6,22.6,2.8667,6.6,0,0,0,0,0,0,0,0,0,0,0,0,6.6667,5.7333,0,0,0,0,0,0,0,0,0
0132.mp3,3.4,0,0,0,0,17.4,0,4.7333,0,0,0,0,0,0,19.1333,25,0,5.8667,3.5333,15.8667,0,14.1333,0,0,0,0,0,0,5.4667,0,0,17.0667,11.0667,0
0133.mp3,0,0,0,11.8,6.4,10.2667,0,0,6.0667,0,0,0,0,0,6.6667,0,0,0,0,31.2,0,24.8,0,0,0,0,0,0,0,0,0,1.1333,0,0
0134.mp3,0,0,15,16.1333,0,0,0,4.5333,6.6667,0,15.6667,0,0,0,6.6667,0,13.8,0,0,0,0,5.3333,8.5333,0,0,0,0,0,0,0,0,0,0,0
0135.mp3,0,0,0,0,13.3333,3.4667,0,0,0,0,0,6.6,0,6.1333,48.5333,10.0667,0,0,0,18,5.7333,33.7333,0,0,0,0,0,0,24.0667,0,0,0,0,0
0136.mp3,0,0,7.3333,0,0,8.1333,28,0,0,0,15.6667,5.5333,0,5.8,0,0,0,0,0,5.8,0,16.7333,4.7333,0,0,6.4,0,0,12.5333,0,0,0,0,0
0137.mp3,0,0,0,0,0,11.3333,7.2667,5.8667,0,0,0,0,0,0,0,11.9333,0,0,0,55,0,43.4667,0,0,0,0,0,0,10.2,0,0,6.6667,11.8667,0
0138.mp3,0,0,0,5.4667,0,0,0,16.8667,0,0,0,0,0,0,13.3333,0,0,0,1.5333,0,0,0,0,0,0,0,0,0,0,0,55.5333,0,0,0
0139.mp3,0,0,0,0,0,0,0,10.2,5.8,0,0,6.1333,0,0,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,36.4,0,0,0
0140.mp3,0,0,0,6.1333,0,0,0,6.6667,3.8,0,0,0,0,0,5.4667,0,0,0,7.6667,5,0,0,0,0,0,0,0,3.2,0,0,51.2,0,0,0
0141.mp3,0,0,0,0,0,6.6667,0,6.6,0,0,0,0,0,0,45.2667,19.5333,5.1333,0,0,20,0,19.2667,0,0,0,0,0,0,5.8,0,0,0,0,0
0142.mp3,0,0,0,28.7333,0,0,0,0,10.2,0,0,0,0,0,3.5333,0,0,0,0,0,0,0,4.2667,10.1333,34.8,0,0,0,0,3.8,0,0,0,0
0143.mp3,0,0,0,13,6.0667,9.3333,5.7333,0,0,0,3.8667,0,0,7.2,0,6.6667,5.4,0,4.1333,28.0667,0,3.0667,6.6667,0,0,0,0,0,0,0,0,17.7333,11.1333,0
0144.mp3,0,0,3.7333,0,0,0,4.0667,0,17.5333,0,0,0,38.2,0,6.6667,0,0,12.2,0,0,0,0,6.0667,0,4.5333,0,0,0,0,0,0,0,0,0
