Gif,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Confusion,Craving,Disgust,Empathic Pain,Entrancement,Excitement,Fear,Horror,Interest,Joy,Nostalgia,Relief,Romance,Sadness,Satisfaction,Sexual Desire,Surprise
0033.mp4,-0.039321,-0.058347,0.022143,-0.20507,-0.0096025,-0.067249,-0.10863,-0.02624,0.25458,-0.03734,0.037541,-0.021443,-0.087571,-0.031255,-0.044906,-0.046041,-0.079423,-0.063784,0.38609,-0.080866,-0.032395,-0.020102,-0.031708,-0.062677,-0.041345,-0.051653,-0.091263
0034.mp4,-0.04654,-0.05775,-0.077494,-0.20486,-0.012448,-0.067249,-0.10854,-0.025637,0.25523,-0.037179,-0.062253,-0.021338,-0.087311,-0.030477,0.055151,-0.046446,-0.079031,-0.063984,0.48629,-0.080596,-0.03201,-0.019541,-0.032541,-0.062412,0.058069,-0.051269,0.0088868
0035.mp4,-0.031147,0.63648,0.11891,-0.0092818,-0.028004,-0.071138,0.18729,-0.031774,-0.05313,0.057856,-0.066241,-0.027316,-0.092198,-0.035211,-0.051259,-0.04248,-0.083574,-0.065383,-0.018903,0.51461,-0.037081,-0.025547,-0.034468,-0.064027,-0.033605,-0.056988,-0.094269
0036.mp4,-0.025391,0.038759,-0.085188,-0.10494,-0.01779,-0.068808,-0.11017,0.073793,-0.049559,-0.034123,-0.060787,-0.028834,-0.088401,-0.030172,-0.041753,-0.051677,-0.077281,-0.064998,-0.11228,0.017842,0.067668,-0.015505,0.76761,-0.060338,-0.037694,0.14078,-0.09478
0037.mp4,-0.044795,0.14154,-0.077967,0.39455,-0.0052321,-0.066076,-0.10882,-0.026125,0.25466,-0.036506,-0.062553,-0.020901,-0.087939,-0.034253,-0.044405,-0.045029,-0.080551,-0.062516,-0.11372,0.11933,-0.032127,-0.022305,-0.030932,-0.057861,0.05742,-0.051492,-0.090899
0038.mp4,0.1714,-0.083786,0.0071953,0.084447,-0.01198,-0.077142,-0.015077,-0.05307,0.12288,-0.055753,-0.074724,-0.047596,-0.10092,-0.043035,-0.061521,0.16484,-0.092689,-0.068217,-0.13037,-0.097336,-0.053697,-0.040132,-0.047505,-0.07283,0.099967,-0.071603,-0.098696
0039.mp4,0.055428,-0.053979,-0.076142,-0.19949,-0.015183,-0.062357,0.29666,-0.0191,0.16516,-0.031206,-0.057676,-0.01619,-0.082304,-0.025006,0.064008,0.048046,-0.07379,-0.063293,0.29242,0.023685,0.17252,-0.014996,-0.028356,-0.051788,0.14865,-0.047505,0.01216
0040.mp4,-0.02078,0.1479,-0.075049,0.19806,-0.011355,-0.062614,0.093324,-0.01825,-0.037899,-0.030128,-0.058401,-0.015065,-0.083908,-0.030716,-0.038391,0.050613,-0.076207,-0.061223,0.091701,0.024113,-0.025891,-0.016718,-0.026609,-0.05558,0.24787,-0.047099,0.21124
0041.mp4,0.20442,-0.093583,0.001163,-0.022115,-0.019958,-0.083785,0.27908,-0.064537,0.0067096,-0.064591,-0.080955,-0.059824,-0.10824,-0.048733,-0.072135,0.27029,-0.099287,-0.070715,-0.13896,-0.10513,0.037419,-0.047853,-0.055347,-0.07733,0.21865,-0.080993,-0.0036098
0042.mp4,-0.034741,-0.056375,0.32349,-0.10301,-0.013226,-0.064816,0.09338,-0.023056,-0.040963,-0.034595,-0.060613,-0.017531,-0.085535,-0.029965,-0.04135,-0.04743,-0.077655,-0.06304,0.28868,-0.0788,-0.030114,-0.019243,-0.026992,-0.060396,-0.046107,-0.049366,0.010365
0043.mp4,-0.0023058,0.030098,-0.084477,0.1867,-0.022049,-0.075576,-0.016105,-0.03989,0.035345,-0.048185,-0.070185,-0.034158,-0.096655,-0.038259,-0.058238,0.06126,-0.087581,-0.066896,-0.12445,0.50963,-0.043002,-0.029688,0.16368,-0.063422,0.080469,-0.062683,0.20255
0044.mp4,-0.022775,0.038055,0.11439,-0.20536,-0.024997,-0.069794,-0.1108,-0.026641,-0.050651,-0.034681,-0.06107,-0.028549,-0.088929,-0.029585,-0.042542,0.048473,-0.077253,-0.065727,-0.012798,-0.082828,-0.032824,-0.015451,0.77126,-0.060606,-0.036263,0.43977,-0.095559
0045.mp4,-0.041679,-0.054102,-0.076186,-0.10273,0.17088,0.53444,-0.10509,-0.029958,-0.046777,-0.034054,0.039432,-0.018257,0.1162,-0.034851,-0.039396,0.052333,0.22199,-0.057317,-0.10982,-0.076934,-0.029664,0.19494,-0.029859,-0.05269,0.058629,-0.047206,-0.091573
0046.mp4,-0.047684,-0.05748,-0.077151,-0.20457,-0.030142,0.63116,-0.10843,-0.025424,-0.044281,-0.038167,0.037581,-0.021568,-0.086965,-0.026711,-0.045651,-0.04753,0.5222,0.13432,-0.114,-0.080825,-0.032142,-0.016917,-0.03277,-0.063689,-0.041099,-0.051433,-0.091678
0047.mp4,0.042341,0.14463,-0.076445,0.60122,-0.0018786,-0.054002,-0.00051423,-0.02116,-0.030951,-0.027427,0.042375,-0.013483,0.017045,-0.040164,-0.03055,-0.049198,-0.078284,-0.057265,-0.1051,-0.075283,-0.027353,-0.024663,-0.025707,0.038345,-0.058329,-0.045509,-0.08413
0048.mp4,-0.039685,-0.05654,-0.0766,-0.20348,-0.015915,-0.064636,-0.10707,-0.023316,-0.041181,-0.034968,0.038965,-0.018746,0.81388,-0.030468,-0.042102,-0.047146,0.021634,0.13694,-0.11179,-0.079191,-0.030472,-0.020652,-0.030019,-0.04857,-0.046192,-0.049581,-0.089492
0049.mp4,0.0076104,-0.070129,-0.084431,-0.013614,0.018104,-0.085898,-0.11877,-0.041306,0.13349,-0.056334,-0.072105,-0.041893,0.0017692,-0.002802,-0.067274,0.054186,-0.082079,-0.079204,-0.028483,0.0051284,0.55358,-0.017873,-0.044673,-0.023381,-0.010114,-0.067195,-0.10153
0050.mp4,-0.035971,0.14372,-0.076603,0.39555,0.11149,-0.058879,-0.11214,0.079232,0.058998,-0.035096,-0.058393,-0.022183,-0.091953,-0.029356,-0.046499,-0.049165,-0.07991,-0.067526,-0.11292,0.11693,-0.032299,-0.041006,-0.031555,0.042221,0.050644,-0.051834,-0.085523
0051.mp4,-0.055209,-0.057831,-0.084875,-0.21423,0.20653,0.056715,-0.11584,-0.052175,-0.060599,-0.021934,-0.066991,-0.030305,0.49644,0.20545,-0.037507,-0.040629,-0.0055139,0.36506,-0.10714,-0.082653,-0.031565,-0.032916,-0.030871,0.75859,-0.051543,-0.055889,-0.091244
0052.mp4,-0.031063,-0.059479,-0.078744,0.09408,0.0026798,-0.067272,-0.10916,0.5718,0.052627,-0.037949,-0.063293,-0.023061,-0.088517,-0.033567,-0.045583,-0.045151,-0.08084,-0.063036,-0.11462,0.018353,0.066566,-0.021126,-0.033428,-0.048302,-0.039945,-0.052578,-0.09171
0053.mp4,-0.043588,-0.057719,-0.077377,0.095297,-0.018707,-0.066716,-0.10838,0.074791,-0.043964,-0.03686,0.037819,-0.020783,0.51268,-0.030264,-0.044501,-0.046557,-0.079051,0.13599,-0.11344,0.019439,-0.031871,-0.020272,-0.031306,-0.050191,-0.042883,-0.051173,0.0091614
0054.mp4,0.15998,0.15716,-0.070071,-0.18672,0.20696,-0.051529,0.011113,-0.02631,-0.025086,-0.023048,-0.048594,-0.0063295,-0.072028,0.0026837,-0.017912,-0.066189,-0.064048,-0.055451,-0.093164,0.13202,-0.022154,0.11919,-0.017678,0.32339,0.041924,-0.035023,-0.082426
0055.mp4,-0.043667,-0.057606,0.62252,-0.20451,-0.015238,-0.066186,0.59159,-0.024476,-0.043871,-0.035651,-0.061556,-0.018598,-0.087161,-0.031182,-0.043429,0.053555,0.021172,0.036536,-0.012702,-0.080181,-0.031185,-0.020465,-0.024769,-0.053982,-0.043506,-0.051251,-0.090955
0056.mp4,-0.043814,-0.056006,-0.076347,0.49689,-0.0087033,-0.064622,-0.10666,-0.02303,0.059057,-0.034497,-0.060651,-0.018037,-0.08552,-0.030427,-0.041434,0.052624,-0.077872,-0.062693,0.088685,-0.078622,-0.029943,-0.019193,-0.029277,-0.057414,-0.04636,-0.049062,-0.089482
0057.mp4,-0.024453,-0.059628,0.12105,-0.20535,-0.025201,-0.068405,-0.10941,0.073535,-0.046657,-0.037438,-0.062506,0.17981,0.011725,-0.029777,-0.045172,0.15351,-0.078931,-0.065017,-0.014061,-0.081881,-0.032909,-0.019771,-0.022226,-0.048073,0.060287,0.84629,0.0073912
0058.mp4,-0.039846,-0.058266,0.52219,-0.20497,-0.021709,0.031808,0.39109,-0.025793,-0.045324,0.36235,-0.062347,-0.020883,-0.087581,-0.028966,-0.045354,-0.04674,-0.078586,-0.064957,-0.11398,-0.081143,-0.032373,-0.018969,-0.028759,-0.06051,-0.040864,-0.052128,-0.09179
0059.mp4,-0.033841,-0.047659,-0.075964,-0.20853,0.081335,-0.088111,-0.12073,-0.055878,-0.065572,-0.05265,-0.068132,-0.044884,-0.00056051,0.1779,-0.068508,-0.075387,-0.071872,0.016098,-0.11689,-0.093995,-0.039225,0.046048,-0.036481,0.96097,-0.011827,-0.0638,-0.1082
0060.mp4,-0.050202,-0.057829,0.32235,-0.105,-0.015533,-0.06694,0.49115,-0.025214,-0.044762,0.063485,-0.062091,-0.020128,-0.087561,-0.031161,-0.04451,0.053734,0.020813,-0.063759,0.086575,-0.080612,-0.031706,-0.020242,-0.028214,-0.055344,-0.04242,-0.051605,0.0087052
0061.mp4,-0.037845,-0.057276,0.47864,-0.093025,0.020285,-0.066918,-0.1097,-0.022972,0.012294,0.18427,-0.060652,-0.021223,-0.088175,-0.022951,0.23128,-0.048714,-0.077025,-0.068042,-0.0028535,-0.081855,-0.032451,-0.023979,-0.029881,-0.057016,0.068575,-0.051941,0.13224
0062.mp4,-0.02535,-0.052298,-0.075055,-0.20165,0.10864,-0.057374,-0.10679,-0.025311,-0.041159,-0.030646,-0.057362,-0.017097,0.30204,-0.03816,-0.038538,-0.050408,-0.078648,0.60755,-0.10772,-0.077899,-0.028654,-0.021367,-0.026306,0.10153,-0.050284,-0.046865,0.024473
0063.mp4,-0.046535,-0.058462,0.14428,-0.20539,-0.02125,0.04236,0.0018489,-0.026434,0.065031,-0.038417,-0.06281,-0.022387,-0.087927,-0.02906,0.17592,-0.046538,-0.078957,-0.065168,0.3298,-0.081501,-0.032847,-0.019,-0.032456,-0.063397,-0.039928,-0.052371,-0.091976
0064.mp4,-0.038011,-0.056124,0.36997,-0.09269,-0.017726,-0.065014,0.22616,-0.023397,-0.040861,-0.036019,-0.061536,-0.014369,-0.086187,-0.030698,0.17883,0.010573,-0.078813,-0.063119,0.10977,-0.07916,-0.030567,-0.021818,-0.021681,-0.056106,0.12039,0.17425,-0.08926
0065.mp4,-0.048094,-0.06082,0.14249,0.014768,-0.010427,0.15561,0.00045951,-0.028256,0.062682,-0.037816,-0.064115,-0.02401,-0.090183,-0.038481,-0.04658,-0.043005,0.25016,-0.062253,-0.0045704,0.13979,-0.033943,0.19548,-0.034288,-0.062171,-0.040351,-0.053774,-0.091689
0066.mp4,-0.045947,0.054609,-0.076326,0.62892,-0.039606,-0.075672,-0.10963,0.028321,0.064546,-0.042808,-0.063147,-0.024155,-0.087113,0.0011239,-0.050597,-0.051891,-0.073854,-0.072101,-0.11576,-0.08282,-0.03364,-0.0048817,-0.033038,-0.011968,-0.034168,-0.053137,-0.094727
0067.mp4,-0.034805,-0.053096,-0.079981,-0.2101,0.02084,0.049933,-0.11667,0.062211,-0.057954,-0.034427,-0.065909,-0.034032,0.12147,-0.024671,-0.049426,-0.056121,-0.088934,0.49761,-0.11065,-0.086676,-0.03393,-0.0040952,-0.03184,0.78553,-0.038268,-0.05796,-0.096386
0068.mp4,0.10724,-0.065938,0.14016,-0.092487,-0.012244,-0.065029,0.062024,-0.031405,-0.046664,-0.039441,-0.063331,-0.025519,-0.087785,-0.031977,-0.042152,0.12107,0.25284,-0.064259,0.10758,0.1389,-0.037376,-0.026631,-0.033195,-0.056977,-0.035113,-0.054935,-0.089783
0069.mp4,-0.048902,-0.060521,-0.080157,0.12619,-0.011377,-0.069595,-0.11097,-0.028878,0.2833,0.071995,0.1027,-0.025654,-0.08978,-0.032827,-0.047752,-0.045367,-0.080977,-0.064511,-0.0049073,0.0837,-0.034291,-0.020748,0.076401,-0.05988,-0.036875,-0.054967,-0.093359
0070.mp4,-0.040333,-0.054014,0.035893,0.46297,-0.065451,-0.078837,-0.11037,0.08194,-0.046448,-0.044573,-0.063252,-0.026067,-0.087757,0.022387,-0.053064,-0.057678,-0.07085,-0.076488,-0.11532,0.027108,0.077438,0.006315,-0.03236,0.13708,0.079255,-0.054092,0.01443
0071.mp4,-0.053243,-0.058524,-0.078308,0.23886,-0.001042,0.15923,-0.1084,-0.025413,-0.044003,-0.034291,-0.062353,-0.020378,-0.088067,0.06986,-0.042301,-0.04358,0.36201,0.051379,-0.11277,-0.079784,-0.031276,0.08445,-0.032409,-0.061359,-0.046086,-0.050762,0.13264
0072.mp4,-0.043037,-0.057262,0.14497,0.46251,-0.0070757,-0.064978,-0.10754,-0.024412,0.068275,-0.035065,0.16073,-0.019102,-0.086605,-0.032904,-0.042372,-0.046169,-0.079267,-0.062264,-0.11222,-0.079457,-0.030835,-0.020896,-0.029309,-0.057321,-0.044972,-0.050222,-0.090094
0073.mp4,-0.04909,-0.059113,-0.079857,-0.20689,0.024705,0.16808,-0.10872,0.083618,-0.044002,-0.028459,-0.062304,-0.019399,0.46496,0.26876,-0.037623,-0.040158,0.022131,0.17077,-0.11025,-0.078831,-0.030028,-0.037729,-0.03011,0.041344,-0.053132,-0.05035,-0.087142
0074.mp4,-0.052239,0.055979,-0.0754,0.68544,-0.045089,-0.074624,0.0023451,-0.025294,-0.044067,-0.04145,-0.062241,-0.022235,-0.086071,0.002084,-0.049069,-0.052691,-0.072873,-0.071884,-0.1145,0.029417,-0.032283,-0.0041843,-0.031412,-0.010182,0.074276,-0.05182,0.12829
0075.mp4,-0.026447,0.053042,-0.081696,-0.2059,-0.025363,-0.064471,-0.11102,-0.030484,0.063204,0.077385,-0.062272,-0.027737,-0.091428,-0.027566,-0.043364,-0.051636,-0.081223,-0.062671,-0.11145,0.02856,-0.032002,0.15013,0.35604,0.18165,-0.042229,-0.05643,-0.093063
0076.mp4,-0.036054,-0.053282,0.036678,-0.089373,-0.0080092,-0.0063373,0.00704,-0.019333,0.13109,0.079611,-0.058399,-0.013821,-0.082806,-0.02827,-0.037334,-0.04926,-0.075498,-0.061883,0.11396,-0.075989,-0.027207,-0.017304,-0.025945,-0.058157,0.17036,-0.045902,0.023701
0077.mp4,-0.040289,-0.058392,0.14251,-0.095867,0.0010139,0.054694,-0.10981,-0.029688,0.065798,-0.030185,0.048374,-0.021457,-0.091754,-0.059364,0.015571,-0.043322,0.023469,0.056773,0.1671,-0.080275,-0.030789,-0.032401,-0.029662,0.13881,-0.050374,-0.051823,-0.088743
0078.mp4,-0.039403,-0.057863,0.36687,-0.20449,-0.021612,-0.067362,-0.10823,-0.025213,-0.044118,-0.03702,0.21571,-0.020758,-0.087045,-0.029245,0.34449,-0.046976,-0.078445,-0.064485,-0.0022988,-0.08057,-0.031907,-0.019014,-0.030491,-0.05976,-0.042206,-0.051446,0.019926
0079.mp4,-0.04138,-0.05534,-0.076709,-0.20609,-0.019693,0.035795,-0.11417,0.079541,-0.049407,-0.044608,0.15849,-0.030205,0.35162,0.014146,-0.056026,-0.056997,0.036105,-0.07632,-0.11666,-0.086988,-0.035612,-0.0054399,-0.035052,0.24266,-0.032277,-0.056843,0.015399
0080.mp4,-0.051319,-0.056871,-0.076918,0.68473,-0.011906,-0.065474,-0.10765,-0.0242,-0.042614,-0.035421,0.049542,-0.019311,-0.086542,-0.031789,-0.042886,-0.046455,-0.078958,-0.062768,-0.11239,0.031639,-0.030767,-0.020145,-0.030387,-0.056286,-0.04488,-0.05006,0.13203
0081.mp4,-0.040982,-0.056005,-0.077011,-0.2046,-0.027376,0.045778,-0.10887,-0.027062,-0.043461,-0.03563,-0.062137,-0.021444,0.46696,0.25603,-0.044206,-0.049211,-0.079467,0.43623,-0.112,-0.080782,-0.031169,-0.016609,-0.030102,0.085027,-0.044401,-0.051369,-0.091052
0082.mp4,-0.0030713,0.046473,-0.080396,0.45616,-0.11621,-0.10281,0.10366,0.012163,-0.068771,-0.066138,-0.071936,-0.045096,-0.094565,0.064343,-0.075964,0.052521,-0.068744,-0.09418,-0.13038,0.069974,-0.047551,0.019769,-0.045535,0.073851,0.11616,-0.067897,-0.10835
0083.mp4,-0.046804,0.16211,0.14315,0.34873,-0.020448,-0.068638,0.00066835,-0.027973,-0.048165,-0.03893,-0.06391,-0.023704,-0.089492,-0.033002,0.1748,-0.044688,-0.081141,-0.064353,-0.11578,0.25077,-0.033952,-0.02251,-0.032879,-0.05886,-0.03886,-0.053744,-0.092429
