Gif,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Confusion,Craving,Disgust,Empathic Pain,Entrancement,Excitement,Fear,Horror,Interest,Joy,Nostalgia,Relief,Romance,Sadness,Satisfaction,Sexual Desire,Surprise
0398.mp4,0.11185,0.0067492,-0.08821,-0.13599,0.15195,0.01922,-0.11339,-0.044545,-0.060246,-0.035371,0.084274,-0.035334,0.092478,-0.076021,-0.045426,0.038282,-0.097173,0.024337,-0.039663,-0.087698,-0.039574,0.034762,-0.03773,0.2154,0.042356,-0.062364,0.061193
0399.mp4,0.25466,0.03658,-0.089575,0.098008,-0.020772,-0.072356,-0.032174,-0.045804,-0.064688,-0.050402,-0.070249,-0.040221,-0.095115,-0.036048,0.024044,0.036657,-0.086953,-0.067885,-0.1242,0.061403,-0.048775,-0.034763,-0.042934,-0.06887,0.065318,-0.065826,0.21295
0400.mp4,-0.019536,-0.058633,-0.081455,-0.20313,-0.01752,-0.066653,-0.108,-0.023545,-0.044702,-0.033029,-0.059646,-0.022136,-0.086319,-0.028525,-0.039906,-0.051088,-0.076069,-0.064349,-0.11062,-0.080065,-0.030456,-0.015648,0.7058,-0.060479,-0.042307,0.36822,-0.092494
0401.mp4,0.37273,0.01238,-0.082784,-0.19777,-0.097734,-0.078896,0.16747,-0.039836,-0.046051,-0.049712,0.013637,-0.037951,-0.086792,0.20851,-0.048042,-0.067894,-0.065836,-0.045682,-0.1144,0.18011,-0.042308,0.090285,-0.039454,0.30679,0.058754,-0.061566,-0.096151
0402.mp4,-0.0054399,-0.062229,-0.0031551,-0.052578,-0.018552,0.084771,0.04424,-0.029985,-0.050649,-0.040125,-0.064116,-0.02517,-0.08947,-0.031318,-0.047526,0.41652,0.22691,-0.065132,0.19141,-0.044974,-0.035536,-0.022494,-0.032022,-0.0578,0.042962,-0.05499,-0.015635
0403.mp4,-0.03953,0.43974,-0.079033,0.40865,-0.017555,-0.06769,0.12069,-0.027914,-0.047662,-0.038452,-0.063869,-0.023197,-0.089405,-0.034598,-0.046721,-0.044126,-0.081645,-0.063573,-0.11552,0.18693,0.043077,-0.023844,-0.032718,-0.060969,-0.039835,-0.053347,-0.091916
0404.mp4,0.26544,0.024351,-0.072756,0.0070836,-0.056954,-0.057803,0.18269,-0.01597,-0.01327,-0.030532,0.025446,-0.009547,-0.071438,0.023744,-0.022019,0.0098107,-0.059195,-0.071625,0.32441,0.19656,-0.027,0.0027555,-0.022177,0.08761,0.25031,-0.041113,-0.081006
0405.mp4,0.055214,0.098726,-0.07537,-0.043179,-0.020224,0.20982,0.20844,-0.018824,-0.029498,-0.03095,-0.057046,-0.013154,-0.080373,-0.023819,-0.032422,0.10198,0.31158,0.013918,0.047641,0.0014172,-0.028017,0.059454,-0.02592,-0.052161,-0.015974,-0.04535,-0.008251
0406.mp4,-0.041394,-0.052824,-0.078532,-0.20886,0.28588,0.15382,-0.11499,-0.051933,-0.065051,-0.043854,-0.067052,-0.035315,0.32782,0.078955,-0.055314,-0.058476,0.11206,0.5888,-0.11465,-0.086964,-0.036526,0.022806,-0.03422,0.49983,-0.020959,-0.057826,-0.10277
0407.mp4,-0.037986,-0.053431,-0.074125,0.49107,-0.0053345,-0.069627,-0.10723,-0.020859,-0.039018,-0.038317,0.017567,-0.019132,-0.084821,-0.0013431,-0.045547,0.023133,-0.071673,-0.071312,-0.112,0.073794,0.046499,-0.010691,-0.029485,-0.021214,0.033753,-0.049379,-0.013431
0408.mp4,-0.013355,-0.066116,-0.0060576,-0.17196,-0.015475,0.39389,-0.11279,-0.034721,-0.056061,-0.041154,-0.067133,-0.030239,-0.094004,-0.045399,-0.050412,0.036869,0.41251,0.014902,-0.080748,-0.086051,-0.038339,0.27488,-0.038828,-0.035727,0.044891,-0.05815,0.13763
0409.mp4,0.14793,-0.020083,-0.077692,-0.041713,-0.013383,-0.053631,0.40399,-0.021957,-0.028344,-0.029056,-0.056709,-0.014672,-0.080667,-0.031904,0.087651,0.025097,-0.075149,-0.060117,0.24167,0.15497,-0.029609,-0.024003,-0.026728,0.019259,0.17581,-0.046044,-0.044106
0410.mp4,-0.034605,-0.057642,-0.077359,0.10339,-0.010363,-0.065852,-0.030862,-0.024976,0.11042,-0.036192,0.015116,-0.020262,-0.086855,-0.031335,-0.043417,-0.046403,-0.079061,-0.063241,-0.1129,0.15072,0.42998,-0.020638,-0.031341,-0.057349,0.033187,-0.05064,-0.090333
0411.mp4,0.21194,0.41413,-0.069532,0.087012,-0.012007,-0.043761,0.18706,-0.0044281,-0.00078901,-0.017566,-0.046402,0.0044255,-0.066521,-0.013134,-0.0085609,-0.061595,-0.061689,-0.059319,0.024307,0.24351,-0.018397,-0.01212,-0.013074,-0.042454,0.22771,-0.0319,0.0034422
0412.mp4,0.18779,-0.047109,-0.069294,0.23961,-0.032542,-0.053527,0.26109,-0.0077253,0.070811,0.014015,0.028608,-0.00085743,-0.067785,0.011683,0.060269,-0.065641,-0.058017,-0.067165,-0.094827,-0.067522,-0.021102,0.0010712,-0.016679,-0.0076782,0.084663,-0.035219,0.075614
0413.mp4,-0.026149,0.51734,-0.0015128,-0.090263,-0.025319,-0.067926,0.16009,-0.026952,-0.04602,0.34611,-0.063232,-0.022621,-0.088371,-0.031125,-0.046076,-0.045538,-0.080007,-0.064668,-0.11492,0.22584,-0.033477,-0.021816,-0.032791,-0.06434,0.03648,-0.052668,-0.091561
0414.mp4,-0.040655,-0.052486,-0.077269,-0.20507,0.40783,0.12295,-0.10819,-0.043879,-0.059562,-0.037082,0.091395,-0.02491,0.45104,0.050313,-0.043883,-0.051141,-0.0028543,0.098621,-0.033676,-0.079697,-0.032405,0.013122,-0.031099,0.18869,-0.029401,-0.04991,-0.096861
0415.mp4,0.3435,0.18326,-0.06908,0.24789,-0.017426,-0.039811,0.0034959,-0.0017298,0.010548,0.061353,-0.042775,0.0080348,-0.060643,-0.0024693,0.0005744,-0.067475,-0.055376,-0.06113,0.10611,0.24607,-0.017738,-0.0073461,-0.011149,-0.037356,-0.085426,-0.028689,0.007441
0416.mp4,-0.047383,-0.057091,-0.076857,0.56446,-0.033768,-0.07344,-0.10953,0.12679,-0.04637,-0.041459,-0.063118,-0.023909,-0.08743,-0.0082971,0.027614,-0.050263,-0.075557,-0.069893,-0.11543,0.14833,-0.033428,-0.0093416,-0.033701,-0.02274,-0.036087,-0.05291,-0.055378
0417.mp4,-0.028814,-0.058219,-0.080488,-0.13148,0.013222,0.055009,-0.11339,-0.035181,-0.048868,-0.034718,-0.064323,-0.028848,0.28834,0.43452,0.03021,-0.049102,-0.010089,0.092956,0.04106,-0.084933,-0.033942,-0.025517,-0.03401,0.34647,-0.044189,-0.056219,0.062406
0418.mp4,0.025079,-0.053665,0.34847,-0.19747,-0.0156,-0.05966,0.36118,-0.017804,0.046683,0.23902,-0.056728,-0.012049,-0.080504,-0.024252,0.12085,-0.051756,-0.072987,-0.062608,-0.10599,0.078838,-0.026904,-0.016614,-0.023806,-0.051121,0.17584,-0.044885,-0.085542
0419.mp4,0.015416,-0.056357,0.07753,-0.20016,-0.022953,0.58985,0.089276,-0.022109,-0.036125,-0.034329,-0.059395,-0.016702,-0.083103,-0.024216,-0.038106,0.026635,0.54064,-0.025987,-0.10959,-0.077948,-0.030008,-0.016029,-0.027626,-0.05562,-0.047887,-0.048251,-0.01142
0420.mp4,-0.045123,0.017741,-0.078482,0.60171,-0.014503,-0.067433,-0.032504,-0.027003,-0.046442,-0.037815,0.01369,-0.022688,-0.088531,-0.03315,-0.045846,-0.045123,-0.080652,-0.063576,-0.11471,-0.08154,0.42851,-0.021945,-0.033406,-0.05888,-0.040845,-0.052499,0.02379
0421.mp4,0.040663,0.17266,-0.077009,0.029463,-0.0471,-0.071768,0.048664,-0.026015,-0.040771,0.11259,-0.061589,-0.022616,-0.08478,-0.0022831,-0.045187,-0.053051,-0.072443,-0.071613,-0.11352,0.3413,0.50456,-0.0082524,-0.032912,-0.025796,-0.038304,-0.051883,-0.091814
0422.mp4,-0.045817,-0.056289,-0.076543,-0.049587,-0.019898,0.3184,0.0466,-0.023496,-0.041773,-0.035658,-0.061095,-0.019036,-0.085889,-0.028141,-0.042808,0.18287,0.53796,0.089774,-0.073602,-0.079335,-0.03052,-0.017814,-0.029718,-0.055279,-0.044701,-0.04991,-0.090314
0423.mp4,-0.03174,-0.059382,-0.07861,-0.12855,-0.025652,-0.068324,-0.10936,-0.026503,-0.046362,-0.037819,0.091089,0.094323,0.065579,-0.03005,-0.045614,0.069166,-0.079245,-0.064933,0.039479,-0.081796,-0.032984,-0.020227,-0.026335,-0.05298,-0.039987,0.71602,-0.092246
0424.mp4,0.00589,-0.07413,-0.085882,0.12908,-0.046363,-0.0093167,0.11037,-0.048099,0.001638,-0.058905,-0.075026,-0.043605,-0.10079,-0.018307,0.083603,0.03817,-0.087885,-0.074713,-0.054968,-0.01969,-0.049758,0.053278,-0.045109,-0.040204,-0.0025626,-0.068392,0.12817
0425.mp4,-0.039816,0.21073,-0.077701,0.25622,0.010286,0.0096516,0.043797,0.051814,-0.045173,0.038328,-0.062058,-0.022786,-0.088907,-0.027261,-0.047156,-0.046858,-0.079022,-0.066547,0.038922,0.071573,-0.033302,-0.024573,-0.033159,-0.058843,-0.04122,-0.052516,-0.090595
0426.mp4,0.0080269,0.016628,-0.079003,0.14221,-0.030418,-0.067335,0.12395,-0.026865,-0.043108,0.11517,-0.062602,-0.023398,-0.087157,-0.027796,0.10973,-0.047423,-0.078421,-0.065746,0.30895,0.18746,0.042911,0.056211,-0.03529,-0.059104,-0.040996,-0.052604,0.14006
0427.mp4,-0.02855,-0.059573,-0.079923,-0.20509,-0.023413,-0.0687,-0.10938,-0.026265,0.02998,0.039867,-0.062101,0.054352,-0.088018,-0.029,-0.044681,0.029072,-0.078266,-0.065285,0.040074,-0.081775,-0.032736,-0.018251,0.16511,-0.057384,-0.03926,0.63787,-0.092864
0428.mp4,-0.050229,-0.058553,-0.077839,-0.013493,0.0078069,0.0079862,0.0045384,-0.025725,0.10724,-0.039624,0.16833,-0.023658,-0.012396,-0.025595,-0.048639,0.068184,-0.078693,-0.067563,0.26894,-0.0059669,-0.033735,-0.022829,-0.033176,-0.056523,-0.039156,-0.053295,0.062263
0429.mp4,-0.030212,-0.061897,-0.080194,-0.20778,-0.0018234,-0.072242,-0.11134,-0.029741,0.026761,0.11297,-0.065642,0.66787,-0.013439,-0.030437,0.027499,0.031818,-0.080831,-0.066569,0.11363,-0.084123,-0.035195,-0.018863,-0.027949,-0.055656,-0.03512,-0.056383,-0.095042
0430.mp4,0.056618,0.12958,-0.0026896,0.25733,-0.019155,0.0027295,0.16037,-0.030176,-0.048621,-0.045689,-0.063523,-0.028342,-0.012189,-0.0015273,-0.051333,0.17939,0.0020466,0.0021707,-0.11782,0.14444,0.038459,-0.015877,-0.033984,-0.021948,0.048244,-0.056894,-0.016369
0431.mp4,-0.036698,0.17463,-0.076535,0.10304,-0.050212,-0.075477,-0.033304,-0.029014,0.029905,-0.042824,0.16724,-0.025512,-0.088275,0.0047865,-0.051138,0.02345,0.079619,-0.072515,-0.03855,-0.083548,-0.033885,-0.0029577,-0.0331,0.074157,-0.034008,-0.053973,-0.095243
0432.mp4,0.035951,-0.07035,-0.086016,0.20929,-0.019039,0.0016159,-0.11685,-0.040208,-0.067258,-0.047343,0.0067919,-0.037976,-0.097083,-0.040271,-0.058097,0.0376,-0.088159,-0.06611,-0.009035,0.25579,-0.04286,-0.029938,-0.043216,-0.069252,0.13624,-0.064031,0.017627
0433.mp4,0.069411,0.01143,-0.085723,-0.050563,-0.045778,-0.075355,-0.10887,-0.032123,-0.052651,-0.042638,-0.063284,0.042846,-0.088939,-0.0062382,-0.047352,-0.054031,-0.074622,-0.072672,-0.039353,0.29828,0.038724,-0.0094705,0.54016,-0.030211,0.051345,0.014832,-0.096559
0434.mp4,-0.03213,-0.054024,-0.075385,-0.20148,0.044386,0.012606,-0.10513,-0.024251,-0.041675,-0.033785,-0.059044,0.060317,0.57016,-0.028169,-0.039532,-0.049173,-0.075903,0.13087,-0.10962,-0.077299,-0.029179,-0.012447,-0.027315,-0.048581,-0.045298,-0.047208,-0.089398
0435.mp4,-0.024534,-0.054538,-0.076272,-0.20348,-0.020405,0.35583,0.045516,-0.022059,-0.042541,-0.034731,-0.060389,-0.019072,-0.08561,-0.026584,-0.043068,0.18147,0.23144,-0.064454,0.042347,-0.0018083,-0.029117,-0.014499,-0.029281,-0.058722,-0.044789,-0.050006,-0.091184
0436.mp4,-0.040871,-0.056258,0.00051873,-0.20317,-0.022808,0.39569,0.12374,-0.023014,-0.041177,-0.035441,-0.060836,-0.018484,-0.085718,-0.028064,-0.042454,0.2213,0.23046,-0.025699,0.041986,-0.079196,-0.030389,0.13537,-0.02887,-0.060437,-0.045268,-0.049692,-0.089979
0437.mp4,-0.053194,-0.059386,-0.080243,-0.20769,0.011793,0.059636,0.043835,-0.0289,0.031242,-0.02989,-0.063058,-0.021544,-0.091838,0.090583,0.037102,-0.0024848,0.44938,0.37012,-0.034373,-0.080083,-0.030923,-0.036569,-0.031752,0.1171,-0.050932,-0.051753,-0.011315
0438.mp4,-0.048082,0.25048,-0.076863,0.21813,-0.036405,-0.073055,0.27489,-0.026765,0.030654,-0.041163,-0.063115,-0.023364,-0.087639,-0.0094163,-0.049226,-0.049742,-0.075951,-0.069604,0.038407,-0.0054997,-0.033317,-0.010674,-0.032435,-0.027686,0.040321,-0.052912,-0.093689
0439.mp4,-0.039897,-0.058474,0.076111,-0.12818,-0.0070086,-0.069301,-0.03153,-0.025617,0.033273,-0.038127,0.24407,-0.021647,-0.08738,-0.028112,0.14668,-0.047076,-0.0016854,0.24197,-0.037307,-0.081123,0.044693,-0.017034,-0.031608,-0.060427,-0.041672,-0.052362,-0.015434
0440.mp4,-0.041463,-0.059809,-0.078896,0.25506,-0.011239,-0.068366,-0.10993,0.048787,0.1059,-0.038768,0.090123,-0.023761,-0.089039,-0.032921,-0.046892,-0.044927,-0.080919,-0.063978,-0.03853,-0.0052824,0.35081,-0.021574,-0.03412,-0.058025,-0.039013,-0.053242,-0.015278
0441.mp4,-0.041921,-0.058798,-0.078248,-0.1287,-0.011936,-0.067134,-0.10903,0.24236,-0.04591,-0.037491,0.32159,-0.022292,0.37335,-0.032565,-0.045318,-0.045588,-0.0033997,0.013481,-0.11426,-0.081261,-0.032753,-0.021038,-0.03292,-0.048149,-0.041333,-0.052145,0.13931
0442.mp4,-0.042738,-0.056854,-0.07685,0.41155,-0.010558,-0.065214,-0.10733,-0.024028,0.034693,-0.035361,-0.022869,-0.019192,-0.086301,-0.031216,-0.042546,-0.046713,-0.078658,-0.062888,-0.035273,0.22832,-0.030767,-0.020209,-0.030464,-0.05717,-0.045095,-0.04987,-0.089913
0443.mp4,-0.044266,-0.056797,-0.076871,-0.12723,-0.00081136,0.24151,0.046437,-0.0244,-0.041099,-0.035279,-0.062506,-0.01906,-0.086673,-0.031903,-0.042745,0.067863,0.30583,0.16727,-0.035124,-0.07956,-0.030371,-0.017491,-0.028521,-0.023773,-0.045867,-0.050618,0.13974
0444.mp4,-0.047262,-0.05732,-0.078431,-0.12905,-0.0038574,0.017751,-0.10915,-0.027864,-0.043983,-0.031681,-0.062299,-0.020469,0.48677,0.1075,-0.040952,-0.044849,-0.08473,0.13512,-0.03401,-0.079953,-0.030506,-0.027493,-0.029271,0.098148,-0.049126,-0.051015,0.14161
0445.mp4,0.034661,0.21785,-0.074701,-0.047102,-0.097575,-0.076103,0.083918,-0.033351,-0.041975,-0.043222,-0.062375,-0.02786,-0.088748,0.042503,-0.050647,-0.066361,-0.068704,-0.078707,-0.034615,0.14598,-0.033368,0.016516,-0.030386,0.44996,0.042224,-0.054503,-0.096369
0446.mp4,-0.040036,-0.059132,0.22935,-0.20572,-0.026892,-0.069771,-0.071201,-0.027197,0.029913,0.26822,-0.063272,-0.023535,-0.011434,-0.027993,0.14496,-0.046628,-0.078946,0.010871,0.19231,-0.08222,-0.033638,-0.018757,-0.033486,-0.063389,-0.038432,-0.053172,-0.015572
0447.mp4,-0.040908,0.17111,-0.079503,0.36772,-0.048818,-0.0023924,0.038731,-0.031096,-0.055433,0.031365,-0.066188,-0.030388,-0.091671,-0.0097696,-0.056638,-0.048564,-0.078104,-0.072126,0.11075,0.14456,-0.036352,-0.0092762,-0.037768,-0.031138,-0.027611,-0.058216,0.20947
0448.mp4,-0.040215,-0.05423,-0.075239,-0.12551,0.042144,0.19552,0.0085514,-0.026909,-0.04434,-0.039822,-0.061778,-0.020755,-0.08434,-0.0048737,0.030891,0.17782,0.23513,-0.068805,0.11804,-0.080006,-0.031257,0.0012256,-0.029829,-0.022402,-0.037057,-0.050339,-0.055671
0449.mp4,-0.038969,-0.059656,0.075139,-0.05226,0.0022726,-0.069542,-0.10925,0.12653,-0.045755,0.038078,-0.064426,-0.023573,-0.088431,-0.030597,0.26109,-0.04604,-0.080034,-0.065175,0.11559,-0.0050376,0.12057,-0.018574,-0.034174,-0.059559,-0.040072,-0.05342,-0.092819
0450.mp4,-0.03562,-0.051252,-0.076772,-0.20277,0.33592,0.0966,-0.10427,-0.039166,-0.054139,-0.028213,-0.058463,-0.017768,0.22314,-0.057486,-0.033382,-0.046428,0.37858,0.14758,-0.10545,-0.074509,-0.028361,-0.0011151,-0.027917,0.10216,-0.041554,-0.044265,-0.090512
0451.mp4,-0.055903,-0.058676,-0.078497,-0.039157,0.00070593,0.10386,-0.02527,-0.025709,-0.044582,-0.033905,0.020928,-0.019744,-0.088272,0.20628,-0.042085,0.12351,0.33382,0.1909,-0.029335,-0.079783,-0.031188,-0.026893,-0.029861,-0.059679,-0.045963,-0.050969,0.41016
0452.mp4,-0.060971,-0.057055,-0.077032,0.46187,-0.018022,-0.066972,0.1414,-0.024719,-0.043928,-0.03642,0.021288,-0.019867,-0.087163,-0.0306,-0.044463,0.036846,-0.078899,-0.063745,-0.029892,0.086478,-0.03124,-0.019269,-0.029538,-0.053187,0.040174,-0.050888,0.40888
0453.mp4,-0.04968,-0.057874,-0.077745,0.21173,-0.019308,-0.066638,-0.10839,-0.02538,-0.044101,-0.036701,0.68757,-0.021788,-0.004027,-0.031692,0.1223,-0.046282,-0.079527,-0.06349,-0.11353,-0.080441,-0.031829,-0.020431,-0.034341,-0.056894,-0.043041,-0.051285,-0.090872
0454.mp4,0.31792,0.072889,-0.10077,-0.222,-0.023953,-0.083732,-0.038085,-0.063916,-0.09433,-0.0632,-0.080332,-0.063125,-0.10823,-0.049097,-0.070978,0.051758,-0.098747,-0.070658,0.028433,0.31168,-0.062045,-0.046662,-0.060444,-0.084451,0.18543,-0.082674,-0.10418
0455.mp4,0.051955,-0.055703,-0.077098,-0.19771,-0.0072723,-0.0604,-0.017348,0.23039,-0.032846,-0.030207,-0.0568,-0.0142,0.085551,-0.024711,-0.032479,-0.052561,-0.072983,-0.062768,-0.1061,-0.076018,-0.02799,-0.015657,0.39447,-0.048988,-0.052055,0.11914,-0.086848
0456.mp4,-0.024389,-0.06029,-0.083543,-0.20547,-0.01267,-0.06452,-0.026844,-0.027149,-0.04825,0.051103,-0.061065,0.058013,-0.089574,-0.040059,-0.040678,-0.049243,-0.080428,-0.061478,-0.11132,-0.081526,0.051777,-0.020916,0.72279,0.014125,-0.041989,0.1929,-0.092998
0457.mp4,0.10763,-0.055255,0.0061874,0.22191,-0.0011848,-0.052422,-0.09619,-0.018667,0.1411,-0.02525,-0.054847,-0.011669,-0.079448,-0.032999,-0.02479,-0.053581,0.0095343,-0.058492,-0.01846,-0.073639,0.057057,-0.020218,0.14432,0.026152,-0.060813,0.12189,-0.08274
0458.mp4,-0.021327,-0.060804,0.0018147,-0.20564,-0.01954,-0.069593,-0.11021,-0.027374,-0.049218,-0.037274,-0.062296,0.97586,-0.0888,-0.029138,-0.045084,0.035093,-0.07842,-0.065629,-0.11418,-0.082685,0.04985,-0.017821,-0.025853,-0.049935,-0.036986,-0.056438,-0.094009
0459.mp4,-0.044935,-0.056681,0.089925,0.21293,-0.011927,-0.065287,-0.023918,-0.023837,-0.042053,-0.035112,0.022104,-0.018491,-0.086144,-0.031126,-0.042296,-0.046793,0.004875,-0.062836,0.054688,-0.079207,-0.030511,-0.019607,-0.028653,-0.057534,-0.045266,-0.049791,0.24329
0460.mp4,0.034484,-0.05395,0.0087162,-0.19716,-0.016077,0.52297,-0.099736,-0.018574,-0.030231,-0.030965,-0.056976,-0.012599,-0.080102,-0.022825,-0.033056,0.031216,0.51081,-0.063062,-0.10616,-0.075096,-0.027351,-0.014858,-0.025284,-0.055276,-0.053929,-0.044842,-0.08573
0461.mp4,-0.047127,-0.059139,-0.081284,-0.12546,0.012766,0.11817,-0.11072,-0.031758,-0.045471,-0.025231,0.020068,-0.021655,-0.094744,0.085118,-0.036603,-0.039788,0.40562,0.53642,-0.10896,0.0035343,-0.029896,-0.043741,-0.03015,0.23871,-0.056931,-0.051832,0.080046
0462.mp4,-0.038742,0.11043,-0.07636,0.29688,-0.011487,-0.064278,0.06009,-0.022985,-0.040656,-0.034465,-0.060724,-0.017897,-0.085597,-0.030954,-0.041314,-0.047076,-0.078137,-0.062572,-0.028009,0.088012,-0.03004,-0.020177,-0.029239,-0.058574,-0.046784,-0.049005,-0.089247
0463.mp4,0.20503,-0.058477,-0.076824,0.22492,-0.014597,-0.054362,0.24184,-0.01922,-0.023022,-0.029579,-0.054807,-0.012293,-0.07651,-0.019836,-0.024373,0.02858,0.013191,-0.062929,0.31378,-0.074345,-0.029355,-0.019006,-0.025774,-0.04983,0.027844,-0.044105,-0.081153
0464.mp4,-0.037283,-0.056462,-0.076561,-0.20333,-0.01193,-0.064418,-0.10682,0.059965,-0.041062,-0.034754,0.022393,-0.018513,0.58074,-0.030772,-0.041715,-0.047139,0.088327,0.10392,-0.11158,-0.078991,-0.030352,-0.02036,-0.029842,-0.049046,-0.04638,-0.049371,-0.0060682
0465.mp4,-0.026493,-0.060467,-0.082111,-0.12186,-0.022439,-0.068914,-0.10992,0.056935,-0.048351,-0.035926,-0.061671,0.058778,-0.088388,-0.029582,-0.043671,0.034151,-0.077981,-0.065229,-0.11327,-0.082125,-0.03268,-0.017298,0.38977,-0.054527,-0.038301,0.69336,-0.093885
0466.mp4,-0.039524,-0.057567,0.0058431,-0.20427,-0.014012,-0.065791,-0.024349,0.058474,-0.04314,-0.036027,0.27148,-0.020787,-0.086775,-0.031515,0.040103,-0.046597,0.087591,-0.063158,0.30386,-0.079928,-0.031426,-0.020403,-0.033018,-0.059084,-0.044049,-0.05066,-0.09031
0467.mp4,-0.034373,-0.059214,-0.078459,0.37772,-0.013774,-0.067413,-0.10904,0.056325,-0.046117,-0.03797,-0.063057,-0.02285,-0.088245,-0.032075,-0.045608,-0.045578,-0.080205,-0.063903,-0.031245,0.085148,0.55018,-0.021507,-0.03399,-0.058305,-0.040792,-0.052391,-0.09142
0468.mp4,0.031986,-0.054853,0.25825,-0.11478,-0.018322,-0.061702,-0.017521,-0.019738,-0.032303,-0.032128,0.025635,-0.013082,-0.081105,-0.022988,0.13192,-0.051432,-0.073089,-0.063697,-0.023947,-0.076134,-0.028281,-0.015202,-0.023167,-0.053063,-0.051652,-0.046042,0.49661
0469.mp4,-0.037877,0.11099,-0.075736,0.29688,-0.038007,-0.072227,-0.024586,-0.024923,-0.043143,-0.040071,0.021486,-0.021527,-0.08578,-0.0052505,-0.047107,-0.051572,-0.073866,-0.069964,0.052881,0.0022838,-0.032023,-0.0078802,-0.031674,-0.025916,-0.038912,-0.051185,-0.092697
0470.mp4,-0.041641,-0.057346,0.089451,-0.037581,-0.014837,-0.066364,0.14212,-0.024722,0.039967,0.1304,0.18825,-0.020098,-0.08674,-0.030333,-0.043616,-0.046787,-0.078622,-0.063663,-0.029549,0.0033232,-0.031373,-0.019581,-0.030715,-0.058636,-0.0435,-0.050685,-0.090604
0471.mp4,-0.043836,-0.059809,0.42106,-0.12302,-0.02598,-0.06969,-0.11021,-0.027768,-0.047966,0.043887,-0.063661,-0.023976,-0.089009,-0.030016,0.28569,-0.045856,-0.079875,-0.065552,0.38425,-0.082592,-0.033964,-0.02013,-0.033128,-0.063946,-0.038025,-0.053845,-0.0094428
0472.mp4,0.18575,0.19826,-0.072513,0.14601,-0.011914,-0.050282,0.16231,-0.011347,0.071486,-0.023853,-0.050624,-0.0032982,-0.071577,-0.015216,-0.017463,-0.058455,-0.06544,-0.061645,-0.013836,0.097479,0.059959,-0.013379,-0.018561,-0.045615,-0.068373,-0.037724,-0.078039
0473.mp4,0.051522,-0.056383,0.090857,-0.19831,0.023796,-0.061651,-0.099967,0.23033,0.13539,-0.031778,-0.058805,-0.012485,-0.080754,-0.025149,-0.033598,-0.050104,-0.074024,-0.062855,-0.1073,-0.075909,-0.028358,-0.015994,-0.022113,-0.044942,-0.052606,0.2869,-0.086947
0474.mp4,-0.039593,-0.055895,-0.078753,-0.20542,0.13804,0.1954,-0.10746,-0.033102,-0.048972,-0.028515,-0.060512,-0.019902,0.077731,0.020659,-0.036398,-0.042865,0.32959,0.28475,-0.10846,-0.07755,-0.029825,0.22552,-0.031193,0.094425,-0.048161,-0.048062,-0.0047709
0475.mp4,0.10929,-0.053538,0.34253,-0.1928,-0.017712,0.19393,0.072272,-0.015596,-0.022239,-0.027966,-0.054199,-0.0086331,-0.076485,-0.019166,0.057226,-0.055053,0.26402,0.020564,0.064388,-0.072804,-0.025925,-0.014452,-0.021217,-0.050986,-0.059877,-0.042264,-0.082511
0476.mp4,-0.047538,-0.058503,0.33864,-0.20543,-0.022881,-0.068566,0.14064,-0.026244,-0.045996,0.045167,-0.062755,-0.022113,-0.088025,-0.029364,0.28717,-0.04649,-0.079047,-0.06508,0.13546,-0.081507,-0.032747,-0.019412,-0.031419,-0.060473,-0.040218,-0.052492,-0.0086468
0477.mp4,-0.032915,-0.055124,-0.076973,-0.038492,-0.019584,-0.068441,-0.026635,-0.03044,-0.043946,-0.037307,-0.064053,-0.024306,0.076412,-0.011086,-0.046781,-0.053223,-0.078769,0.016557,-0.028895,0.00093043,0.13502,-0.0073826,-0.030322,0.23641,-0.04233,-0.053475,-0.093772
0478.mp4,-0.040063,-0.056428,0.34003,-0.11993,-0.019277,-0.065692,-0.10701,-0.023261,-0.041407,-0.035304,0.022433,-0.018725,-0.085773,-0.02877,0.3744,-0.047781,-0.077483,-0.063807,0.054838,-0.079188,-0.030436,-0.01859,-0.029267,-0.059248,0.038078,-0.049806,-0.0066829
0479.mp4,-0.039984,0.44065,-0.078428,0.21069,-0.019948,-0.067074,0.22392,-0.02669,-0.046021,0.045651,-0.063205,-0.022178,-0.088623,-0.03347,-0.045717,-0.044871,-0.080803,-0.063596,-0.03135,0.25177,-0.033026,-0.023098,-0.032289,-0.060748,0.041922,-0.052461,-0.091354
0480.mp4,0.19622,0.015521,-0.083678,-0.20339,-0.019901,-0.066543,0.22878,-0.032908,-0.049112,-0.040753,-0.063479,-0.028368,-0.088009,-0.02882,-0.042756,0.20296,0.0038163,-0.066057,-0.11529,0.41548,-0.038856,-0.02522,-0.034248,-0.05593,0.052897,-0.057125,0.075995
0481.mp4,-0.045427,-0.059398,-0.082195,-0.21121,-0.020969,0.096229,-0.11486,-0.038479,-0.051459,-0.029981,-0.065887,-0.028289,0.45075,0.033893,-0.043805,-0.043791,0.0053788,0.59806,-0.1117,-0.084236,0.16702,-0.035707,-0.031996,0.43331,-0.049123,-0.056475,0.0092618
